carat,cut,color,clarity,price,cut_label,clarity_label
1.27,Very Good,4,VVS2,8941.0,4,7
1.25,Very Good,4,VS2,8941.0,4,5
1.26,Ideal,5,VVS2,8941.0,2,7
1.01,Good,1,VVS2,8943.0,1,7
1.53,Ideal,7,VS1,8943.0,2,4
1.04,Premium,3,VVS2,8946.0,3,7
1.05,Ideal,4,VVS1,8946.0,2,6
1.17,Ideal,4,VVS2,8947.0,2,7
2.01,Very Good,7,SI2,8949.0,4,3
1.0,Very Good,3,VVS2,8950.0,4,7
1.21,Ideal,5,VVS2,8950.0,2,7
1.22,Premium,1,VS2,8950.0,3,5
1.39,Very Good,5,VS2,8951.0,4,5
1.51,Ideal,5,SI2,8951.0,2,3
1.51,Good,6,VS2,8951.0,1,5
1.51,Very Good,6,VS2,8952.0,4,5
1.33,Very Good,4,VS2,8953.0,4,5
1.14,Ideal,3,VS1,8953.0,2,4
1.06,Ideal,3,VVS2,8954.0,2,7
1.56,Premium,5,SI2,8954.0,3,3
1.64,Fair,2,SI2,8954.0,0,3
1.3,Ideal,5,VVS2,8954.0,2,7
1.03,Ideal,4,VVS1,8955.0,2,6
1.02,Ideal,4,IF,8955.0,2,1
1.01,Good,3,VVS2,8956.0,1,7
1.01,Ideal,4,IF,8957.0,2,1
1.0,Ideal,3,VVS2,8958.0,2,7
1.23,Premium,3,VS2,8959.0,3,5
1.1,Ideal,1,VS2,8959.0,2,5
1.55,Ideal,7,VS1,8959.0,2,4
1.26,Ideal,5,VS1,8959.0,2,4
1.0,Good,2,VVS2,8960.0,1,7
1.12,Very Good,4,IF,8962.0,4,1
1.2,Premium,3,VS2,8964.0,3,5
1.54,Premium,4,SI2,8969.0,3,3
1.21,Very Good,1,VS2,8969.0,4,5
1.54,Premium,6,SI1,8969.0,3,2
1.43,Ideal,4,SI1,8969.0,2,2
1.23,Ideal,4,VS1,8970.0,2,4
1.09,Ideal,4,VVS2,8970.0,2,7
1.23,Premium,4,VVS2,8971.0,3,7
1.01,Ideal,3,VVS2,8971.0,2,7
1.53,Ideal,6,SI1,8971.0,2,2
1.03,Ideal,2,VVS2,8972.0,2,7
1.51,Very Good,4,SI2,8973.0,4,3
1.12,Good,4,IF,8973.0,1,1
1.5,Very Good,6,VS2,8974.0,4,5
1.22,Very Good,4,VVS2,8975.0,4,7
1.51,Good,6,VS1,8975.0,1,4
1.59,Ideal,6,SI2,8975.0,2,3
1.59,Ideal,1,SI2,8975.0,2,3
1.01,Good,2,VVS2,8976.0,1,7
1.1,Ideal,3,VS2,8977.0,2,5
1.36,Ideal,4,SI1,8977.0,2,2
1.4,Ideal,5,VS2,8977.0,2,5
1.61,Premium,6,SI1,8978.0,3,2
0.9,Ideal,1,VVS1,8979.0,2,6
1.31,Premium,4,VS2,8979.0,3,5
1.55,Ideal,4,SI2,8981.0,2,3
1.51,Ideal,7,SI1,8981.0,2,2
1.53,Ideal,6,SI1,8981.0,2,2
1.05,Ideal,2,VVS2,8982.0,2,7
1.2,Very Good,3,VS1,8983.0,4,4
1.24,Ideal,3,VS2,8983.0,2,5
1.21,Ideal,4,VS1,8985.0,2,4
1.5,Premium,2,SI2,8988.0,3,3
1.36,Ideal,5,SI1,8989.0,2,2
1.02,Very Good,3,VVS1,8990.0,4,6
1.2,Good,3,VS2,8990.0,1,5
1.12,Ideal,2,VS1,8991.0,2,4
1.59,Very Good,2,SI2,8994.0,4,3
1.19,Good,4,VVS2,8995.0,1,7
1.53,Premium,2,SI2,8996.0,3,3
1.53,Fair,6,VS2,8996.0,0,5
1.51,Premium,6,VS2,8997.0,3,5
1.03,Very Good,3,VVS2,8998.0,4,7
1.07,Ideal,2,VS1,8998.0,2,4
1.08,Premium,1,VS1,8999.0,3,4
1.05,Ideal,4,VVS2,9000.0,2,7
1.53,Very Good,1,SI2,9001.0,4,3
1.01,Very Good,2,VVS2,9002.0,4,7
1.22,Ideal,4,VS1,9002.0,2,4
1.21,Premium,4,VVS1,9003.0,3,6
1.61,Good,5,SI2,9005.0,1,3
1.04,Ideal,3,VVS2,9005.0,2,7
1.2,Very Good,3,VS2,9007.0,4,5
1.12,Ideal,3,VS1,9007.0,2,4
1.25,Premium,4,VS1,9009.0,3,4
1.5,Very Good,1,SI2,9009.0,4,3
1.2,Ideal,4,VVS1,9009.0,2,6
1.01,Good,3,VVS1,9012.0,1,6
1.05,Ideal,4,IF,9012.0,2,1
1.05,Premium,4,IF,9012.0,3,1
1.05,Very Good,4,IF,9013.0,4,1
1.14,Ideal,4,VVS2,9013.0,2,7
1.01,Premium,3,VVS2,9013.0,3,7
1.0,Ideal,3,VVS2,9014.0,2,7
1.52,Premium,7,VS1,9014.0,3,4
1.23,Premium,3,VS2,9016.0,3,5
1.6,Premium,5,SI1,9017.0,3,2
1.53,Premium,6,SI1,9022.0,3,2
1.16,Very Good,4,VVS1,9023.0,4,6
1.15,Premium,4,VVS1,9025.0,3,6
1.21,Ideal,4,VS1,9026.0,2,4
1.55,Premium,6,SI1,9027.0,3,2
1.52,Premium,2,SI2,9028.0,3,3
1.5,Good,3,SI2,9028.0,1,3
1.52,Good,3,SI2,9028.0,1,3
1.12,Ideal,3,VS1,9030.0,2,4
1.52,Very Good,1,SI2,9030.0,4,3
1.23,Ideal,4,VS1,9030.0,2,4
1.25,Ideal,4,VS2,9030.0,2,5
1.26,Ideal,4,VS1,9032.0,2,4
1.28,Premium,4,VS2,9032.0,3,5
1.6,Premium,7,VS1,9032.0,3,4
1.05,Ideal,3,VVS2,9032.0,2,7
1.2,Ideal,3,VS1,9032.0,2,4
1.5,Very Good,6,VS1,9033.0,4,4
1.62,Very Good,1,SI2,9034.0,4,3
1.5,Very Good,5,SI1,9035.0,4,2
1.08,Ideal,4,IF,9035.0,2,1
2.16,Ideal,3,I1,9036.0,2,0
1.58,Very Good,4,SI2,9037.0,4,3
1.14,Ideal,4,VVS1,9037.0,2,6
1.23,Premium,2,VS2,9037.0,3,5
1.91,Premium,4,SI2,9038.0,3,3
1.2,Ideal,4,VS1,9038.0,2,4
1.04,Premium,4,IF,9039.0,3,1
1.01,Ideal,3,VVS2,9040.0,2,7
1.08,Ideal,5,VVS1,9041.0,2,6
1.55,Premium,5,VS1,9041.0,3,4
1.02,Very Good,3,VVS2,9043.0,4,7
1.55,Ideal,5,SI2,9044.0,2,3
1.55,Fair,5,SI2,9045.0,0,3
1.37,Very Good,5,VS1,9046.0,4,4
1.13,Ideal,4,VVS1,9049.0,2,6
1.1,Very Good,4,VVS2,9050.0,4,7
1.0,Premium,2,VVS2,9050.0,3,7
1.3,Premium,4,VS2,9051.0,3,5
1.1,Ideal,4,VVS2,9051.0,2,7
1.76,Very Good,7,SI2,9053.0,4,3
1.1,Very Good,4,IF,9053.0,4,1
1.5,Premium,6,VS2,9055.0,3,5
1.54,Premium,3,SI2,9055.0,3,3
1.11,Ideal,3,VS2,9057.0,2,5
1.52,Ideal,3,SI2,9057.0,2,3
1.52,Premium,6,VS2,9057.0,3,5
1.51,Very Good,2,SI2,9058.0,4,3
1.3,Ideal,4,VS2,9060.0,2,5
1.01,Very Good,4,IF,9063.0,4,1
1.01,Very Good,3,VVS2,9065.0,4,7
1.01,Premium,3,VVS2,9065.0,3,7
1.52,Ideal,6,SI1,9067.0,2,2
2.28,Good,7,SI2,9068.0,1,3
1.15,Very Good,4,VVS2,9068.0,4,7
1.51,Good,6,SI1,9069.0,1,2
1.51,Ideal,6,VS2,9069.0,2,5
1.51,Very Good,4,SI2,9069.0,4,3
1.51,Good,1,SI2,9069.0,1,3
1.14,Ideal,3,VVS2,9070.0,2,7
1.78,Good,4,SI2,9071.0,1,3
1.26,Very Good,3,VS2,9071.0,4,5
1.5,Premium,4,SI2,9072.0,3,3
1.5,Good,2,SI2,9072.0,1,3
1.5,Premium,2,SI2,9072.0,3,3
2.25,Ideal,2,I1,9072.0,2,0
1.24,Ideal,3,VS2,9073.0,2,5
1.14,Ideal,3,VS1,9074.0,2,4
1.16,Ideal,4,VVS1,9075.0,2,6
1.01,Very Good,2,VVS2,9076.0,4,7
1.57,Very Good,5,SI2,9077.0,4,3
1.01,Ideal,3,VS1,9077.0,2,4
1.07,Ideal,1,VS1,9077.0,2,4
1.26,Ideal,4,VS1,9078.0,2,4
2.17,Premium,3,I1,9078.0,3,0
1.54,Premium,5,VS2,9081.0,3,5
1.56,Ideal,5,SI2,9081.0,2,3
1.59,Premium,2,SI2,9082.0,3,3
1.06,Premium,3,VVS2,9082.0,3,7
1.31,Premium,4,VS2,9085.0,3,5
1.31,Ideal,4,VS2,9085.0,2,5
1.27,Premium,2,VS2,9086.0,3,5
1.41,Good,5,VS2,9088.0,1,5
1.01,Very Good,2,VVS2,9089.0,4,7
1.63,Very Good,6,SI1,9090.0,4,2
1.14,Ideal,4,VS1,9090.0,2,4
1.05,Ideal,3,VVS2,9092.0,2,7
1.06,Ideal,2,VS2,9092.0,2,5
1.59,Very Good,4,SI2,9094.0,4,3
1.18,Ideal,4,VVS1,9095.0,2,6
2.02,Fair,7,SI2,9095.0,0,3
1.57,Ideal,6,SI1,9095.0,2,2
1.59,Good,3,SI2,9100.0,1,3
1.02,Premium,3,VVS2,9103.0,3,7
1.5,Ideal,5,SI2,9104.0,2,3
1.51,Ideal,4,SI2,9104.0,2,3
1.73,Premium,7,SI1,9105.0,3,2
1.29,Very Good,4,VS1,9105.0,4,4
1.62,Premium,3,SI2,9106.0,3,3
1.21,Premium,3,VS1,9107.0,3,4
1.51,Very Good,5,SI2,9107.0,4,3
1.52,Premium,6,VS2,9108.0,3,5
1.17,Ideal,4,VVS2,9110.0,2,7
1.24,Ideal,2,VS2,9111.0,2,5
1.04,Ideal,3,VVS2,9115.0,2,7
1.71,Premium,6,VS2,9116.0,3,5
1.5,Good,4,SI2,9116.0,1,3
1.25,Very Good,4,VS1,9116.0,4,4
1.51,Fair,6,VS2,9116.0,0,5
1.23,Ideal,4,VS1,9116.0,2,4
1.51,Premium,6,VS2,9116.0,3,5
1.51,Good,6,VS2,9116.0,1,5
1.53,Ideal,6,VS2,9116.0,2,5
1.14,Ideal,3,VS1,9116.0,2,4
1.55,Ideal,6,SI1,9117.0,2,2
1.5,Very Good,6,VS2,9118.0,4,5
1.06,Ideal,3,VVS2,9118.0,2,7
1.23,Ideal,4,VS1,9119.0,2,4
1.3,Premium,4,VS2,9120.0,3,5
1.56,Premium,3,SI1,9120.0,3,2
1.79,Good,4,SI2,9122.0,1,3
1.23,Premium,3,VS2,9122.0,3,5
1.66,Very Good,4,SI2,9123.0,4,3
1.24,Ideal,4,VS1,9123.0,2,4
1.52,Ideal,6,SI1,9124.0,2,2
1.12,Premium,4,IF,9126.0,3,1
1.34,Very Good,4,VS2,9127.0,4,5
1.52,Very Good,6,SI1,9129.0,4,2
1.52,Good,6,SI1,9129.0,1,2
1.03,Ideal,3,VVS2,9131.0,2,7
1.49,Ideal,5,SI1,9132.0,2,2
1.23,Ideal,4,VS1,9133.0,2,4
1.18,Premium,4,VVS2,9137.0,3,7
1.2,Very Good,1,VS2,9138.0,4,5
1.05,Ideal,3,VVS2,9138.0,2,7
1.12,Ideal,3,VS2,9138.0,2,5
1.2,Premium,2,VS2,9139.0,3,5
1.0,Very Good,2,VVS2,9139.0,4,7
1.2,Very Good,4,VVS1,9139.0,4,6
1.7,Ideal,2,SI2,9139.0,2,3
1.0,Premium,3,VVS2,9139.0,3,7
1.7,Ideal,5,SI1,9139.0,2,2
1.51,Very Good,2,SI2,9140.0,4,3
1.01,Very Good,2,VVS2,9140.0,4,7
1.61,Ideal,7,VS2,9141.0,2,5
1.64,Very Good,6,SI1,9144.0,4,2
1.11,Ideal,3,VS2,9144.0,2,5
1.05,Ideal,2,VVS2,9146.0,2,7
1.16,Premium,4,VVS2,9146.0,3,7
1.1,Ideal,4,VVS2,9148.0,2,7
1.51,Very Good,3,SI1,9150.0,4,2
1.53,Premium,7,VVS1,9155.0,3,6
1.5,Premium,2,SI2,9157.0,3,3
1.5,Very Good,5,SI1,9157.0,4,2
1.26,Very Good,4,VVS2,9158.0,4,7
1.7,Good,5,SI1,9158.0,1,2
1.05,Ideal,2,VS1,9160.0,2,4
1.73,Premium,7,SI1,9165.0,3,2
1.22,Ideal,4,VS1,9166.0,2,4
1.61,Premium,5,SI2,9167.0,3,3
1.08,Very Good,1,VS1,9168.0,4,4
1.2,Very Good,4,VVS2,9169.0,4,7
1.07,Ideal,4,VVS2,9169.0,2,7
1.04,Ideal,3,VVS2,9169.0,2,7
1.61,Good,5,SI2,9169.0,1,3
1.71,Very Good,7,VS2,9170.0,4,5
1.54,Ideal,7,VVS2,9171.0,2,7
1.25,Premium,4,VS1,9173.0,3,4
1.5,Premium,1,SI2,9173.0,3,3
1.5,Good,1,SI2,9173.0,1,3
1.5,Very Good,5,VS1,9173.0,4,4
1.2,Ideal,3,VS2,9176.0,2,5
1.58,Ideal,6,SI1,9176.0,2,2
1.21,Good,2,VS2,9176.0,1,5
1.01,Very Good,3,VVS1,9176.0,4,6
1.52,Ideal,6,VS2,9176.0,2,5
1.51,Premium,6,SI1,9177.0,3,2
1.07,Ideal,2,VS2,9177.0,2,5
1.51,Very Good,6,VS2,9178.0,4,5
1.36,Very Good,5,VS1,9178.0,4,4
0.9,Very Good,1,IF,9182.0,4,1
1.53,Very Good,6,SI1,9183.0,4,2
1.51,Very Good,6,VS2,9185.0,4,5
1.18,Premium,4,VVS2,9188.0,3,7
1.24,Ideal,4,VS2,9188.0,2,5
1.53,Ideal,6,VS2,9189.0,2,5
2.0,Good,7,SI1,9193.0,1,2
1.23,Very Good,2,VS2,9193.0,4,5
1.52,Premium,2,SI2,9193.0,3,3
1.54,Ideal,4,SI2,9193.0,2,3
1.14,Ideal,1,VS1,9193.0,2,4
1.71,Premium,5,SI1,9193.0,3,2
1.63,Very Good,6,SI1,9199.0,4,2
1.62,Premium,1,SI2,9199.0,3,3
1.0,Very Good,3,VVS1,9201.0,4,6
1.2,Very Good,3,VS1,9203.0,4,4
1.22,Ideal,3,VS2,9203.0,2,5
1.16,Very Good,4,VVS2,9205.0,4,7
1.02,Very Good,3,VVS2,9205.0,4,7
1.79,Premium,7,SI1,9205.0,3,2
1.03,Premium,2,VVS2,9205.0,3,7
1.73,Premium,6,SI2,9207.0,3,3
1.74,Ideal,7,SI1,9208.0,2,2
1.59,Ideal,6,SI1,9209.0,2,2
1.02,Ideal,3,VVS2,9212.0,2,7
1.12,Ideal,4,VVS2,9214.0,2,7
1.13,Ideal,4,VVS1,9214.0,2,6
1.54,Premium,7,VVS1,9215.0,3,6
1.21,Ideal,2,VS2,9215.0,2,5
1.1,Ideal,4,VVS2,9215.0,2,7
1.3,Premium,4,VS2,9216.0,3,5
1.45,Premium,5,VS2,9216.0,3,5
1.51,Good,5,SI1,9218.0,1,2
1.51,Very Good,5,SI1,9218.0,4,2
1.51,Ideal,5,SI1,9218.0,2,2
1.04,Ideal,3,VVS2,9218.0,2,7
1.0,Very Good,2,VVS2,9224.0,4,7
1.64,Premium,5,SI2,9224.0,3,3
1.7,Premium,7,VS2,9225.0,3,5
1.17,Ideal,4,VVS2,9225.0,2,7
1.3,Ideal,4,VS2,9225.0,2,5
1.6,Premium,5,SI2,9229.0,3,3
1.6,Premium,2,SI1,9229.0,3,2
1.6,Premium,3,SI2,9229.0,3,3
1.23,Ideal,4,VS1,9230.0,2,4
1.56,Very Good,6,VS2,9231.0,4,5
1.01,Premium,3,VVS2,9231.0,3,7
1.3,Ideal,5,VVS1,9232.0,2,6
1.34,Ideal,4,VS2,9233.0,2,5
1.55,Ideal,6,VS2,9233.0,2,5
1.51,Ideal,6,VS2,9234.0,2,5
1.51,Premium,1,SI2,9234.0,3,3
1.51,Premium,5,VS1,9234.0,3,4
1.51,Ideal,4,SI2,9234.0,2,3
1.51,Good,6,SI1,9234.0,1,2
1.52,Ideal,5,SI1,9235.0,2,2
1.5,Very Good,3,SI2,9236.0,4,3
1.03,Ideal,4,VVS2,9236.0,2,7
1.26,Ideal,3,VS2,9236.0,2,5
1.5,Very Good,5,SI1,9237.0,4,2
1.5,Premium,7,VS1,9240.0,3,4
1.5,Premium,3,SI2,9240.0,3,3
1.24,Ideal,2,VS2,9240.0,2,5
1.3,Ideal,1,SI1,9242.0,2,2
1.01,Very Good,3,VVS1,9243.0,4,6
1.29,Ideal,4,VS2,9243.0,2,5
1.26,Ideal,4,VS1,9243.0,2,4
1.03,Ideal,3,VVS2,9245.0,2,7
1.02,Very Good,3,VVS2,9246.0,4,7
1.0,Very Good,3,IF,9248.0,4,1
1.16,Ideal,4,VS1,9248.0,2,4
1.16,Ideal,4,VVS2,9251.0,2,7
1.64,Ideal,7,VS2,9251.0,2,5
1.18,Ideal,4,VVS2,9252.0,2,7
1.7,Very Good,7,SI1,9253.0,4,2
1.5,Premium,5,VS2,9253.0,3,5
1.35,Premium,4,VS2,9253.0,3,5
1.01,Ideal,2,VVS2,9254.0,2,7
1.04,Very Good,1,VVS2,9254.0,4,7
1.03,Ideal,3,VVS2,9254.0,2,7
1.41,Good,5,VS2,9254.0,1,5
1.63,Premium,6,SI1,9256.0,3,2
1.1,Very Good,4,VVS1,9257.0,4,6
1.23,Premium,1,VS2,9257.0,3,5
1.05,Ideal,3,VVS2,9257.0,2,7
1.51,Good,4,SI1,9258.0,1,2
1.14,Ideal,3,VVS1,9259.0,2,6
1.18,Ideal,4,VVS1,9260.0,2,6
1.22,Very Good,4,VS1,9261.0,4,4
1.51,Premium,5,SI1,9261.0,3,2
1.11,Ideal,4,VS1,9261.0,2,4
1.27,Ideal,4,VS1,9262.0,2,4
1.19,Premium,2,VS1,9263.0,3,4
1.5,Premium,4,SI1,9265.0,3,2
1.72,Premium,5,SI1,9266.0,3,2
1.73,Premium,7,SI1,9271.0,3,2
1.29,Ideal,5,VS1,9273.0,2,4
1.0,Premium,1,VVS2,9274.0,3,7
1.6,Ideal,5,SI2,9275.0,2,3
1.69,Premium,3,SI2,9275.0,3,3
1.3,Ideal,1,SI1,9275.0,2,2
1.7,Ideal,7,VS2,9276.0,2,5
1.07,Ideal,4,VVS1,9276.0,2,6
1.42,Very Good,2,SI1,9278.0,4,2
1.5,Good,6,VS1,9278.0,1,4
1.52,Ideal,6,VS2,9278.0,2,5
1.21,Premium,3,VS1,9279.0,3,4
1.36,Ideal,5,VS2,9279.0,2,5
1.5,Very Good,6,VS1,9281.0,4,4
1.5,Very Good,2,SI2,9281.0,4,3
1.5,Good,2,SI2,9281.0,1,3
1.04,Ideal,3,VVS2,9281.0,2,7
1.09,Ideal,4,VVS1,9282.0,2,6
1.25,Ideal,4,VS2,9282.0,2,5
1.5,Very Good,4,SI2,9282.0,4,3
1.25,Premium,4,VS1,9282.0,3,4
1.51,Very Good,6,SI1,9283.0,4,2
1.54,Very Good,7,VS1,9285.0,4,4
1.02,Ideal,4,VVS2,9286.0,2,7
1.21,Ideal,4,VS1,9287.0,2,4
1.17,Ideal,4,VVS2,9289.0,2,7
1.52,Very Good,6,SI1,9290.0,4,2
1.21,Ideal,5,VVS2,9290.0,2,7
1.58,Premium,3,SI2,9290.0,3,3
1.03,Ideal,3,VVS2,9290.0,2,7
1.22,Ideal,4,VS1,9292.0,2,4
1.73,Very Good,6,SI2,9292.0,4,3
1.22,Premium,2,VS2,9292.0,3,5
1.51,Fair,1,SI1,9293.0,0,2
1.34,Premium,4,VS2,9293.0,3,5
1.0,Ideal,4,VVS2,9294.0,2,7
1.56,Ideal,6,VS2,9295.0,2,5
1.52,Premium,6,SI1,9295.0,3,2
1.52,Good,6,SI1,9295.0,1,2
2.0,Premium,7,VS1,9296.0,3,4
1.31,Premium,4,VS2,9296.0,3,5
1.51,Ideal,6,VS2,9297.0,2,5
1.39,Ideal,5,VVS2,9298.0,2,7
1.57,Ideal,5,SI2,9298.0,2,3
1.11,Premium,2,VS1,9299.0,3,4
1.51,Good,3,SI2,9301.0,1,3
1.51,Premium,6,VS2,9301.0,3,5
1.51,Good,6,VVS1,9301.0,1,6
1.51,Ideal,3,SI2,9301.0,2,3
1.35,Very Good,4,VS2,9302.0,4,5
1.51,Premium,2,SI2,9302.0,3,3
1.59,Premium,6,VS2,9304.0,3,5
1.18,Premium,4,VVS2,9304.0,3,7
1.5,Very Good,7,VVS2,9306.0,4,7
1.01,Ideal,2,VVS2,9310.0,2,7
1.65,Premium,5,VS1,9314.0,3,4
1.76,Fair,7,VS1,9314.0,0,4
1.54,Premium,6,SI1,9314.0,3,2
1.53,Ideal,6,SI1,9315.0,2,2
1.14,Ideal,3,VVS2,9316.0,2,7
1.2,Ideal,1,SI1,9317.0,2,2
1.23,Premium,3,VS1,9319.0,3,4
1.53,Premium,7,VVS1,9322.0,3,6
1.21,Ideal,4,VS1,9323.0,2,4
1.0,Very Good,2,VVS2,9324.0,4,7
1.5,Good,5,SI1,9324.0,1,2
1.17,Ideal,4,VS1,9326.0,2,4
1.51,Premium,6,VVS2,9328.0,3,7
1.7,Premium,6,SI2,9330.0,3,3
1.7,Premium,6,VS2,9330.0,3,5
1.7,Premium,3,SI2,9330.0,3,3
1.2,Very Good,3,VS2,9331.0,4,5
1.31,Ideal,3,SI1,9331.0,2,2
1.53,Very Good,5,SI1,9332.0,4,2
1.51,Very Good,5,VVS2,9332.0,4,7
1.13,Ideal,4,VVS2,9333.0,2,7
1.24,Ideal,3,VS1,9333.0,2,4
1.24,Premium,3,VS1,9333.0,3,4
1.23,Premium,3,VS2,9333.0,3,5
1.51,Ideal,7,VVS2,9334.0,2,7
1.28,Premium,4,VS1,9335.0,3,4
1.58,Ideal,6,SI1,9335.0,2,2
1.21,Ideal,3,VS1,9335.0,2,4
1.76,Very Good,5,SI1,9336.0,4,2
1.51,Ideal,5,SI1,9336.0,2,2
1.5,Good,5,SI1,9336.0,1,2
1.2,Very Good,4,VVS2,9337.0,4,7
1.22,Ideal,4,VS1,9339.0,2,4
1.61,Ideal,5,SI1,9341.0,2,2
1.61,Premium,6,VS2,9341.0,3,5
1.61,Premium,5,SI1,9341.0,3,2
1.5,Very Good,6,VS2,9342.0,4,5
1.28,Ideal,4,VS1,9342.0,2,4
1.51,Good,2,SI2,9343.0,1,3
1.51,Very Good,6,VS1,9343.0,4,4
1.51,Very Good,2,SI2,9343.0,4,3
1.52,Very Good,1,SI2,9343.0,4,3
1.1,Ideal,3,VVS2,9343.0,2,7
1.51,Ideal,6,SI1,9344.0,2,2
1.94,Very Good,6,SI2,9344.0,4,3
1.51,Premium,6,SI1,9344.0,3,2
1.57,Ideal,7,VVS2,9346.0,2,7
1.23,Very Good,3,VS1,9346.0,4,4
1.09,Ideal,2,VS2,9346.0,2,5
1.5,Ideal,3,SI1,9347.0,2,2
1.16,Ideal,3,VS1,9348.0,2,4
1.51,Ideal,6,VS2,9352.0,2,5
1.52,Ideal,6,VS2,9352.0,2,5
1.5,Very Good,6,VS2,9354.0,4,5
1.0,Ideal,3,VVS2,9354.0,2,7
1.29,Premium,4,VS1,9354.0,3,4
1.62,Very Good,2,SI2,9355.0,4,3
1.21,Very Good,4,VVS2,9358.0,4,7
1.52,Ideal,6,SI1,9358.0,2,2
1.54,Ideal,4,SI2,9359.0,2,3
1.07,Ideal,4,IF,9361.0,2,1
1.23,Premium,2,VS2,9361.0,3,5
1.24,Ideal,4,VVS2,9362.0,2,7
1.18,Premium,4,VVS2,9366.0,3,7
1.22,Ideal,5,VVS2,9366.0,2,7
1.52,Good,4,SI1,9368.0,1,2
1.21,Premium,4,VVS2,9370.0,3,7
1.2,Premium,3,VS1,9370.0,3,4
1.27,Premium,4,VS1,9371.0,3,4
1.28,Ideal,4,VS1,9372.0,2,4
1.2,Ideal,4,VVS2,9373.0,2,7
1.5,Premium,3,SI2,9374.0,3,3
1.23,Ideal,3,VS2,9376.0,2,5
1.6,Ideal,6,SI1,9376.0,2,2
1.25,Very Good,3,VS2,9377.0,4,5
1.11,Premium,3,VVS2,9377.0,3,7
1.15,Ideal,4,VVS1,9377.0,2,6
1.7,Good,7,VS2,9380.0,1,5
1.54,Premium,7,VVS1,9383.0,3,6
1.19,Ideal,4,VVS2,9383.0,2,7
1.5,Very Good,4,SI2,9384.0,4,3
1.71,Premium,6,VS2,9384.0,3,5
1.53,Premium,7,VVS1,9384.0,3,6
1.59,Premium,5,SI2,9385.0,3,3
1.51,Fair,5,SI1,9386.0,0,2
1.52,Very Good,1,SI2,9389.0,4,3
1.53,Very Good,5,SI2,9391.0,4,3
1.54,Ideal,5,SI1,9391.0,2,2
1.51,Ideal,4,SI2,9391.0,2,3
1.5,Good,5,SI1,9394.0,1,2
1.21,Ideal,3,VS2,9397.0,2,5
1.26,Ideal,4,VS2,9399.0,2,5
1.8,Ideal,5,SI1,9399.0,2,2
1.34,Ideal,4,VS2,9401.0,2,5
1.19,Ideal,4,VVS2,9403.0,2,7
1.56,Ideal,7,VS1,9404.0,2,4
1.52,Ideal,2,SI2,9405.0,2,3
1.24,Good,4,VS1,9405.0,1,4
1.2,Ideal,4,VVS2,9407.0,2,7
1.6,Ideal,6,SI1,9407.0,2,2
1.57,Very Good,5,VS2,9407.0,4,5
1.32,Ideal,4,VS2,9408.0,2,5
1.5,Ideal,6,VS2,9408.0,2,5
1.5,Premium,3,SI2,9408.0,3,3
1.24,Premium,3,VS2,9411.0,3,5
1.01,Premium,3,VVS1,9412.0,3,6
1.03,Ideal,3,VVS2,9413.0,2,7
1.7,Ideal,7,VS2,9414.0,2,5
1.51,Very Good,6,VVS2,9416.0,4,7
1.57,Ideal,5,SI1,9416.0,2,2
1.51,Very Good,3,SI1,9417.0,4,2
1.21,Premium,3,VS2,9419.0,3,5
1.16,Ideal,4,VVS2,9419.0,2,7
1.53,Premium,7,IF,9424.0,3,1
1.53,Premium,3,SI2,9424.0,3,3
1.2,Ideal,1,VS2,9424.0,2,5
1.65,Ideal,4,VS2,9425.0,2,5
1.7,Ideal,5,SI1,9425.0,2,2
1.55,Very Good,4,SI1,9428.0,4,2
1.77,Premium,7,VS2,9428.0,3,5
1.27,Ideal,4,VS1,9431.0,2,4
1.16,Ideal,3,VS2,9432.0,2,5
1.06,Very Good,3,IF,9433.0,4,1
2.03,Premium,7,SI2,9435.0,3,3
2.0,Very Good,6,SI2,9435.0,4,3
1.61,Ideal,6,SI1,9439.0,2,2
1.12,Premium,4,IF,9440.0,3,1
1.2,Premium,3,VS2,9442.0,3,5
1.51,Ideal,6,VS2,9442.0,2,5
1.57,Very Good,6,VS2,9443.0,4,5
1.7,Ideal,5,SI2,9444.0,2,3
1.6,Ideal,5,SI2,9444.0,2,3
1.42,Premium,2,SI1,9447.0,3,2
1.13,Ideal,1,VS1,9448.0,2,4
1.52,Ideal,5,SI1,9448.0,2,2
1.21,Premium,3,VS1,9448.0,3,4
1.21,Ideal,2,VS2,9449.0,2,5
1.5,Premium,2,SI2,9450.0,3,3
1.5,Very Good,2,SI2,9450.0,4,3
1.43,Very Good,1,SI1,9450.0,4,2
1.01,Very Good,1,VVS2,9451.0,4,7
1.01,Good,3,IF,9451.0,1,1
1.51,Fair,5,VS2,9452.0,0,5
1.54,Ideal,5,SI2,9452.0,2,3
1.15,Ideal,4,VVS2,9457.0,2,7
1.58,Ideal,6,SI1,9457.0,2,2
1.57,Ideal,6,SI1,9460.0,2,2
1.12,Ideal,3,VVS2,9461.0,2,7
1.35,Ideal,5,VS2,9462.0,2,5
1.01,Ideal,3,VVS2,9463.0,2,7
1.51,Very Good,5,SI1,9464.0,4,2
1.04,Ideal,4,VVS2,9465.0,2,7
1.52,Ideal,6,VS2,9465.0,2,5
1.51,Very Good,6,VS1,9467.0,4,4
1.51,Premium,6,VS1,9467.0,3,4
1.61,Good,4,VS2,9467.0,1,5
1.53,Ideal,4,SI2,9468.0,2,3
